Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_LDS_BANK_CONFLICT
10,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int, bool)#1}) [clone .kd]",1,0,10,83965,83965,16777216,128,0,0,20,4,80,64,0x0,0x7bcf8b675b00,0
11,"__amd_rocclr_fillBufferAligned.kd",1,0,11,83965,83965,256,256,0,0,12,4,48,64,0x0,0x7bd8c4bd3580,0
12,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4>) [clone .kd]",1,0,12,83965,83965,155648,512,2560,0,28,4,80,64,0x0,0x7bcf602185c0,0
13,"__amd_rocclr_copyBuffer.kd",1,0,13,83965,83965,512,512,0,0,16,0,32,64,0x7bd7de3ff680,0x7bd8c4bd3600,0
14,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int, bool)#1}) [clone .kd]",1,0,14,83965,83965,16777216,128,0,0,28,4,64,64,0x0,0x7bcf60e64540,0
15,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",1,0,15,83965,83965,4194304,256,0,0,24,0,32,64,0x0,0x7bcfdc115c80,0
16,"__amd_rocclr_fillBufferAligned.kd",1,0,16,83965,83965,256,256,0,0,12,4,48,64,0x0,0x7bd8c4bd3580,0
17,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>) [clone .kd]",1,0,17,83965,83965,155648,512,2560,0,28,4,80,64,0x0,0x7bcf5fe17f80,0
18,"__amd_rocclr_copyBuffer.kd",1,0,18,83965,83965,512,512,0,0,16,0,32,64,0x7bd7de3ff600,0x7bd8c4bd3600,0
19,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> > const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> > const&)::{lambda(int, bool)#1}) [clone .kd]",1,0,19,83965,83965,8388608,128,0,0,52,4,64,64,0x0,0x7bcf5f6703c0,0
20,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>) [clone .kd]",1,0,20,83965,83965,4194304,256,0,0,24,0,32,64,0x0,0x7bcf5ec4a280,0
21,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",1,0,21,83965,83965,4194304,256,0,0,24,0,32,64,0x0,0x7bcfdc115c80,0
22,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>) [clone .kd]",1,0,22,83965,83965,4194304,256,0,0,28,4,32,64,0x0,0x7bcf60e64280,0
23,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int, bool)#1}) [clone .kd]",1,0,23,83965,83965,16777216,128,0,0,28,4,64,64,0x0,0x7bcf60e64540,0
24,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",1,0,24,83965,83965,4194304,256,0,0,24,0,32,64,0x0,0x7bcfdc115c80,0
25,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",1,0,25,83965,83965,4194304,256,0,0,24,0,32,64,0x0,0x7bcfdc115c80,0
26,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul>) [clone .kd]",1,0,26,83965,83965,4194304,256,0,0,24,0,32,64,0x0,0x7bcf5f670500,0
27,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 3ul>) [clone .kd]",1,0,27,83965,83965,4194304,256,0,0,40,0,32,64,0x0,0x7bcf5f670300,0
28,"void at::native::vectorized_elementwise_kernel<16, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool> >, std::array<char*, 3ul>) [clone .kd]",1,0,28,83965,83965,4194304,256,0,0,36,4,80,64,0x0,0x7bcf5ec4b400,0
29,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<float> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<float> const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<float> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<float> const&)::{lambda(int, bool)#1}) [clone .kd]",1,0,29,83965,83965,8388608,128,0,0,52,4,64,64,0x0,0x7bcf3e032040,0
30,"void at::native::vectorized_elementwise_kernel<16, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool> >, std::array<char*, 3ul>) [clone .kd]",1,0,30,83965,83965,4194304,256,0,0,36,4,80,64,0x0,0x7bcf3d854b00,0
31,"void at::native::vectorized_elementwise_kernel<16, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseOrFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseOrFunctor<bool> >, std::array<char*, 3ul>) [clone .kd]",1,0,31,83965,83965,4194304,256,0,0,36,4,32,64,0x0,0x7bcf3d856300,0
32,"__amd_rocclr_fillBufferAligned.kd",1,0,32,83965,83965,256,256,0,0,12,4,48,64,0x0,0x7bd8c4bd3580,0
33,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4, 4> >(at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4, 4>) [clone .kd]",1,0,33,83965,83965,155648,512,1024,12,28,4,80,64,0x0,0x7bcf3d222500,0
34,"__amd_rocclr_copyBuffer.kd",1,0,34,83965,83965,512,512,0,0,16,0,32,64,0x7bd7de3ff580,0x7bd8c4bd3600,0
35,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,35,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
36,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,38,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
37,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,39,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
38,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,40,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
39,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,41,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
40,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,42,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
41,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,43,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
42,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,44,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
43,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,45,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
44,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,46,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
45,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,47,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
46,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,50,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
47,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,51,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
48,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,52,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
49,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,53,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
50,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,54,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
51,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,55,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
52,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,56,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
53,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,57,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
54,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,59,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
