Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_LDS_BANK_CONFLICT,SQ_WAVES
54,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,60,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
55,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,62,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
56,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,64,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
57,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,66,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
58,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,68,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
59,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,70,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
60,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,72,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
61,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,74,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
62,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,76,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
63,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,78,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,80,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
65,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,82,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
66,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,84,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
67,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,86,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
68,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,88,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
69,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,90,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
70,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,92,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
71,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,94,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
72,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,96,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
73,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,98,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
74,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,100,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
75,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,102,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
76,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,104,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
77,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,106,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
78,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,108,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
79,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,110,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
80,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,112,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
81,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,114,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
82,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,116,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
83,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,118,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
84,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,120,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
85,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,122,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
86,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,124,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
87,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,126,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
88,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,128,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
89,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,130,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
90,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,132,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
91,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,134,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
92,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,136,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
93,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,138,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
94,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,140,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
95,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,142,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
96,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,144,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
97,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,146,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
98,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,148,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
99,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,150,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
100,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,152,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
101,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,154,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
102,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,156,10120,10120,4194304,256,0,0,12,4,32,64,0x0,0x7a277d42e300,0,65536
103,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,158,10120,10120,1048576,256,16384,0,100,4,32,64,0x0,0x7a3066d40600,0,16384
